TraitID,Trait
1815,Fine root manganese (Mn) content per fine root dry mass
1816,Fine root silicon (Si) content per fine root dry mass
1817,Fine root phenols content per fine root dry mass
1818,Fine root cross-sectional fraction of aerenchyma
1819,Fine root cortex thickness
1820,Fine root exodermal wall thickness
1821,Fine root exodermis passage cell frequency per length of fine root circumference
1822,Fine root length fraction that contains fungal/mycorrhizal arbuscules
1823,Fine root length fraction that contains fungal/mycorrhizal vesicles
1824,Fine root stele fraction: stele diameter divided by fine root diameter
1825,Fine root stele diameter
1826,Fine root cross-sectional fraction of stele area to fine root area
1827,Fine root fraction of metaxylem cell wall thickness to vessel diameter
1828,Fine root fraction of protoxylem cell wall thickness to vessel diameter
1829,Fine root number of tracheary elements per crossection
1832,Fine root metaxylem vessel diameter
1833,Fine root conduit diameter
1834,Fine root protoxylem vessel diameter
1835,Fine root metaxylem cell wall thickness
1836,Fine root protoxylem cell wall thickness
1838,Fine root passage cell number in exodermis per fine root circumference
1839,Fine root link branching angle: angle between a link and the extension of the link before it
1840,Fine root number of tips per branch
1841,Fine root branching intensity 1 (branching ratio): number of fine roots per higher order root
1843,"Root tips per fine root dry mass (specific fine root tip abundance, SRTA)"
1844,Fine root intact branch length
1845,Fine root fractal dimension
1846,Fine root link length (segments between two nodes or a node and a tip)
1847,"Fine root forks per fine root dry mass (specific fine root forks density, SRFD)"
1848,Fine root dichotomous branching index (DBI)
1849,Fine root external path length (Pe; sum of links in all paths from each external link to the base li
1850,Fine root tips per minirhizotron frame
1851,Fine root topological index (TI): Slope of linear regression of external path length against number 
1854,Fine root hemicellulose content per fine root dry mass
1855,Fine root cellulose and hemicellulose content per fine root dry mass
1856,Fine root construction cost per fine root dry mass
1857,Fine root nitrogen (N) content per fine root length
1859,Fine root phosphorus (P) content per fine root length
1860,Fine root boron (B) content per fine root dry mass
1863,Fine root ash carbon (C) content per fine root carbon (C) content
1864,Fine root acid hydrolyzable extractives per fine root dry mass
1865,Fine root arabinans content per fine root dry mass
1866,Fine root ash content per fine root dry mass
1869,Fine root ethanol soluble compounds per fine root dry mass
1871,Fine root galactans content per fine root dry mass
1875,Fine root mannans content per fine root dry mass
1876,Fine root dry mass soluble in neutral solution per fine root dry mass
1877,Fine root dry mass not hydrolyzable in acid extractives per fine root dry mass
1878,Fine root carbon (C) content not hydrolyzable in acid extractives per fine root carbon (C) content
1879,Fine root dry mass soluble in nonpolar extractives per fine root dry mass
1882,Fine root dry mass soluble in polar extractives per fine root dry mass
1883,Fine root polyphenol content per fine root dry mass
1884,Fine root rhamnans content per fine root dry mass
1887,Fine root lipid content per fine root dry mass
1889,Fine root water or ethanol soluble compounds per fine root dry mass
1890,Fine root water soluble compounds per fine root dry mass
1891,Fine root water soluble sugar content per fine root dry mass
1892,Fine root xylans content per fine root dry mass
1898,Fine root ratio of lignin to nitrogen (N)
1900,Fine root ratio of polyphenol to nitrogen (N)
1904,Fine root alkyl carbon (C) content per fine root carbon (C) content
1905,Fine root o-alkyl carbon (C) content per fine root carbon (C) content
1906,Fine root aromatic carbon (C) content per fine root carbon (C) content
1908,Fine root monthly decomposition rate
1909,Litter (fine root) decomposition: fraction of fine root dry mass not decomposed to original fine roo
1910,Litter (fine root) decomposition: decomposition rate constant
1911,Litter (fine root) decomposition per soil surface area (monthly)
1912,Litter (fine root) decomposition per soil surface area (annual)
1913,Litter (fine root) decomposition: nitrogen (N) immobilization in decomposing fine roots
1914,Fine root lifespan: fraction of fine roots that live to the age in “fine root age”
1915,Fine root lifespan: fraction of fine roots that survive over the course of a growing season
1916,Fine root lifespan: fraction of fine roots that survive the exposition period
1917,Litter (fine root) decomposition: fine root dry mass decomposed per soil volume and time
1918,Fine root mortality: fine root dry mass mortality per soil volume and time
1919,Litter (fine root) decomposition: fine root length decomposed per ground area during exposition
1920,Fine root mortality: fine root dry mass mortality per ground area and time
1921,Fine root mortality: fine root length mortality per minirhizotron frame and time
1922,Fine root mortality: fine root length mortality per minirhizotron surface per day
1923,Fine root mortality: fine root length mortality per minirhizotron surface per year
1924,Fine root mortality: fine root length mortality per ground area and year
1925,Fine root mortality: fine root number mortality per in-growth screen area and time
1926,Fine root mortality: fraction of fine root screen contacts lost during exposition
1927,Fine root growth: cumulative new fine root length growth per ground area per exposition period
1928,Fine root growth: new fine root length growth per ground area per year
1929,Fine root growth: relative fine root production: ratio fine root production rate at given time to ma
1930,Fine root length relative growth rate
1931,Fine root growth: fine root carbon (C) production per ground area and time
1932,Fine root growth: fine root dry mass production per ground area per year
1933,Fine root growth: fine root dry mass production per ground area per month
1934,Fine root growth: fine root dry mass production per ground area per duration of exposition
1935,Fine root growth: fine root dry mass production per ground area per day
1936,Fine root growth: fine root dry mass production per soil volume and time
1937,Fine root growth: fraction of fine root number that has elongated since last measurement to total nu
1938,Fine root growth: fine root elongation
1939,Fine root growth: fine root length production per minirhizotron frame per exposition period
1940,Fine root growth: fine root length production per ground area per exposition period
1941,Fine root growth: fine root length production per ground area per year
1942,Fine root growth: fine root length production per minirhizotron surface area per day
1943,Fine root growth: fine root length production per minirhizotron surface area per year
1945,Fine root growth: number of fine roots born per area of in-growth screen per time
1946,Fine root growth: amplitude of monthly net fine root production
1947,Fine root growth: probability that monthly net fine root production is greater than 0
1950,Fine root growth: fine root surface area produced per ground area per year
1953,Fine root annual loss of nitrogen (N) through fine root mortality as a fraction of plant N storage
1954,Fine root dry mass turnover
1955,Fine root dry mass turnover rate
1956,Fine root dry mass turnover during wet season
1957,Fine root dry mass turnover during dry season
1968,Fine root microbial relations: ratio of fungal rRNA gene copy number to bacterial rRNA gene copy num
1969,Fine root microbial relations: soil ergosterol content per soil dry mass or growth medium dry mass
1970,Fine root microbial relations: phospholipid fatty acid 18.2omega6.9 degradation during soil incubati
1971,Fine root color
1972,Fine root root hair incidence: fraction of fine root intersections that contain root hairs
1973,Fine root specific root hair cylinder volume: volume of root hairs per fine root dry mass
1974,Fine root length: distance from fine root base to tip
1975,Fine root acid phosphatase activity per fine root dry mass
1977,Fine root exudation: carbon (C) exudation as fraction of fine root dry mass
1978,Fine root phosphatase activity per fine root dry mass
1979,Fine root phosphatase activity per fine root length
1980,Fine root phosphorus (P) uptake relative to maximum fine root phosphorus (P) uptake
1981,Fine root potassium (K) uptake in depth interval relative to total fine root potassium (K) uptake
1984,Fine root nitrogen (N) turnover per ground area per year
1985,Fine root nitrogen (N) uptake per ground area during exposition period
1986,Fine root ammonium (NH4+) uptake per fine root dry mass per hour
1987,Fine root ammonium (NH4+) uptake per fine root fresh mass per hour
1988,Fine root nitrogen (N) uptake per ground area per year
1990,Fine root phosphate (H2PO4) uptake rate
1991,Fine root phosphorus (P) uptake rate per fine root dry mass
1994,"Fine root nitrogen (N) uptake preference: ammonium (NH4+), nitrate (NO3-), organic nitrogen (N)"
1995,Fine root rubidium (Rb) uptake rate per fine root fresh mass per hour
1996,Fine root rubidium (Rb) uptake rate per fine root dry mass per hour
1997,Fine root respiration rate per fine root length
2000,Fine root water uptake rate per fine root surface area
2003,Fine root dry mass to leaf dry mass ratio
2004,Fine root carbon (C) content to leaf carbon (C) content ratio
2005,Plant biomass and allometry: Fine root mass fraction (fraction of fine root dry mass to whole plant 
2006,Fine root dry mass fraction in respective root diameter class
2008,Fine root length fraction in respective root diameter class
2009,Fine root length fraction in respective root order
2011,Fine root dry mass fraction that is taproot (taproot dry mass per fine root dry mass)
2012,Fine root area index (RAI): fine root surface area per ground area
2013,Fine root dry mass per soil volume
2014,Fine root species abundance: fraction of total fine root dry mass composed of respective species
2015,Fine root density on screen: number of fine roots per area of in-growth screen
2016,Fine root carbon content per soil dry mass
2017,Fine root carbon content per ground area
2018,Fine root necromass (dead dry mass) per ground area for specified soil depth increment
2020,Fine root nitrogen (N) content per soil dry mass
2021,Plant biomass and allometry: Fine root length ratio (RLR): fine root length per plant dry mass
2022,Fine root length per minirhizotron frame
2024,Fine root length per ground area
2025,Fine root length per soil volume
2026,Plant biomass and allometry: Fine root length per plant
2027,Fine root length per minirhizotron screen area
2028,Fine root volume per ground area
2029,Fine root rooting depth: fraction of fine root dry mass contained in depth interval
2030,Fine root necromass to biomass ratio
2031,Fine root debris decomposition rate constant 
2034,Fine root (absorptive)/shoot ratio
2035,Fine root (absorptive) nitrogen (N) content per absorptive fine root dry mass
2036,Fine root (absorptive) nitrogen (N) isotope signature (delta 15N)
2037,Fine root (absorptive) tissue density (absorptive fine root dry mass per absorptive fine root volume
2038,Fine root (absorptive) diameter
2039,Fine root (absorptive) carbon (C) content per absorptive fine root dry mass
2040,Fine root (absorptive) lignin content per absorptive fine root dry mass
2042,Fine root (absorptive) porosity (volume of root air space)
2043,Plant biomass and allometry: Fine root (absorptive) dry mass per plant
2044,Fine root (absorptive) vessel diameter
2047,Fine root (absorptive) respiration rate per absorptive fine root dry mass
2048,Fine root (absorptive) total non-structural carbon (TNC) content per absorptive fine root dry mass
2049,Fine root (absorptive) phosphorus (P) content per absorptive fine root dry mass
2050,Fine root (absorptive) dry mass per absorptive fine root fresh mass (absorptive fine root dry matter
2051,Fine root (absorptive) dry mass per ground area
2053,Fine root (absorptive) aluminium (Al) content per absorptive fine root dry mass
2054,Fine root (absorptive) arsenic (As) content per absorptive fine root dry mass
2055,Fine root (absorptive) cadmium (Cd) content per absorptive fine root dry mass
2056,Fine root (absorptive) calcium (Ca) content per absorptive fine root dry mass
2057,Fine root (absorptive) carbon/nitrogen (C/N) ratio
2058,Fine root (absorptive) chromium (Cr) content per absorptive fine root dry mass
2059,Fine root (absorptive) copper (Cu) content per absorptive fine root dry mass
2060,Fine root (absorptive) iron (Fe) content per absorptive fine root dry mass
2061,Fine root (absorptive) lead (Pb) content per absorptive fine root dry mass
2062,Fine root (absorptive) length per absorptive fine root dry mass (specific absorptive fine root lengt
2063,Fine root (absorptive) magnesium (Mg) content per absorptive fine root dry mass
2064,Fine root (absorptive) nickel (Ni) content per absorptive fine root dry mass
2065,"Fine root (absorptive) persistence (lifespan, longevity)"
2066,Fine root (absorptive) potassium (K) content per absorptive fine root dry mass
2067,Fine root (absorptive) sodium (Na) content per absorptive fine root dry mass
2068,Fine root (absorptive) sulfur (S) content per absorptive fine root dry mass
2069,Fine root (absorptive) surface area per absorptive fine root dry mass (specific absorptive fine root
2070,Fine root (absorptive) zinc (Zn) content per absorptive fine root dry mass
2071,Fine root (absorptive) manganese (Mn) content per absorptive fine root dry mass
2073,Fine root (absorptive) phenols content per absorptive fine root dry mass
2075,Fine root (absorptive) cortex thickness
2076,Fine root (absorptive) exodermal wall thickness
2077,Fine root (absorptive) exodermis passage cell frequency per length of absorptive fine root circumfer
2080,Fine root (absorptive) stele fraction: stele diameter divided by absorptive fine root diameter
2081,Fine root (absorptive) stele diameter
2082,Fine root (absorptive) cross-sectional fraction of stele area to absorptive fine root area
2086,Fine root (absorptive) conduit density: number of conduits per stele cross-section area
2087,Fine root (absorptive) xylem vessel density in stele: number of xylem vessels per square millimeter 
2089,Fine root (absorptive) conduit diameter
2093,Fine root (absorptive) conduit cell wall thickness
2094,Fine root (absorptive) passage cell number in exodermis per absorptive fine root circumference
2097,Fine root (absorptive) branching intensity 1 (branching ratio): number of absorptive fine roots per 
2098,Fine root (absorptive) branching intensity 2: number of root tips per higher order root length
2099,"Root tips per absorptive fine root dry mass (specific absorptive fine root tip abundance, SRTA)"
2101,Fine root (absorptive) fractal dimension
2102,Fine root (absorptive) link length (segments between two nodes or a node and a tip)
2108,Fine root (absorptive) cellulose carbon (C) per absorptive fine root carbon (C) content
2113,Fine root (absorptive) nitrogen (N) content per absorptive fine root length
2117,Fine root (absorptive) Cl- ion content per absorptive fine root dry mass
2118,Fine root (absorptive) sodium (Na+) ion content per absorptive fine root dry mass
2120,Fine root (absorptive) acid hydrolyzable extractives per absorptive fine root dry mass
2123,Fine root (absorptive) bound phenol content per absorptive fine root carbon (C) content
2124,Fine root (absorptive) cinnamyl phenol content per absorptive fine root carbon (C) content
2126,Fine root (absorptive) free phenols content per absorptive fine root carbon (C) content
2128,Fine root (absorptive) lignin phenol content per absorptive fine root carbon (C) content
2129,Fine root (absorptive) lignin carbon (C) content per absorptive fine root carbon (C) content
2133,Fine root (absorptive) dry mass not hydrolyzable in acid extractives per absorptive fine root dry ma
2134,Fine root (absorptive) carbon (C) content not hydrolyzable in acid extractives per absorptive fine r
2135,Fine root (absorptive) dry mass soluble in nonpolar extractives per absorptive fine root dry mass
2136,Fine root (absorptive) p-hydroxy phenol content per absorptive fine root carbon (C) content
2137,Fine root (absorptive) 12 phenol content per absorptive fine root carbon (C) content
2138,Fine root (absorptive) dry mass soluble in polar extractives per absorptive fine root dry mass
2142,Fine root (absorptive) syringyl phenol content per absorptive fine root carbon (C) content
2143,Fine root (absorptive) lipid content per absorptive fine root dry mass
2144,Fine root (absorptive) vanillyl phenol content per absorptive fine root carbon (C) content
2147,Fine root (absorptive) water soluble sugar content per absorptive fine root dry mass
2149,Fine root (absorptive) ratio of number of acid groups to number of aldehyde groups in syringyl pheno
2150,Fine root (absorptive) ratio of number of acid groups to number of aldehyde groups in vanillyl pheno
2151,"Fine root (absorptive) ratio of 3,5-dihydroxybenzoic acid groups to vanillyl phenols"
2152,Fine root (absorptive) ratio of mass of non-acid hydrolysable compounds to mass of nitrogen
2153,Fine root (absorptive) ratio of of cinnamyl phenol to vanillyl phenol
2154,Fine root (absorptive) ratio of lignin to nitrogen (N)
2157,Fine root (absorptive) ratio of of syringyl phenol to vanillyl phenol
2158,Fine root (absorptive) ratio of vanillyl phenol to lignin phenol
2160,Fine root (absorptive) alkyl carbon (C) content per absorptive fine root carbon (C) content
2165,Fine root (absorptive) decomposition: fraction of absorptive fine root dry mass not decomposed to or
2170,Fine root (absorptive) lifespan: fraction of absorptive fine roots that live to the age in “absorpti
2171,Fine root (absorptive) lifespan: fraction of absorptive fine roots that survive over the course of a
2175,Fine root (absorptive) decomposition: absorptive fine root length decomposed per ground area during 
2176,Fine root (absorptive) mortality: absorptive fine root dry mass mortality per ground area and time
2180,Fine root (absorptive) mortality: absorptive fine root length mortality per ground area and year
2186,Fine root (absorptive) length relative growth rate
2188,Fine root (absorptive) growth: absorptive fine root dry mass production per ground area per year
2193,Fine root (absorptive) growth: fraction of absorptive fine root number that has elongated since last
2194,Fine root (absorptive) growth: absorptive fine root elongation
2196,Fine root (absorptive) growth: absorptive fine root length production per ground area per exposition
2197,Fine root (absorptive) growth: absorptive fine root length production per ground area per year
2199,Fine root (absorptive) growth: absorptive fine root length production per minirhizotron surface area
2204,Fine root (absorptive) growth: absorptive fine root length recovery from pruning
2210,Fine root (absorptive) dry mass turnover
2211,Fine root (absorptive) dry mass turnover rate
2214,Fine root (absorptive) turnover rate during growing season
2227,Fine root (absorptive) color
2230,Fine root (absorptive) length: distance from absorptive fine root base to tip
2231,Fine root (absorptive) acid phosphatase activity per absorptive fine root dry mass
2233,Fine root (absorptive) exudation: carbon (C) exudation as fraction of absorptive fine root dry mass
2248,Fine root (absorptive) phosphorus (P) uptake rate per absorptive fine root surface area
2253,Fine root (absorptive) respiration rate per absorptive fine root length
2261,Plant biomass and allometry: Fine root (absorptive) mass fraction (fraction of absorptive fine root 
2263,Fine root (absorptive) dry mass fraction in respective root order
2265,Fine root (absorptive) length fraction in respective root order
2266,Fine root (absorptive) surface area fraction in respective root order
2272,Fine root (absorptive) carbon content per soil dry mass
2273,Fine root (absorptive) carbon content per ground area
2276,Fine root (absorptive) nitrogen (N) per soil dry mass
2280,Fine root (absorptive) length density (RLD): absorptive fine root length per ground area
2281,Fine root (absorptive) length per soil volume
2282,Plant biomass and allometry: Fine root (absorptive) length per plant
2283,Fine root (absorptive) length per minirhizotron screen area
2287,Fine root (absorptive) debris decomposition rate constant
2288,Fine root (absorptive) lignin phenol vegetation index
2291,Fine root (transport) nitrogen (N) content per transport fine root dry mass
2292,Fine root (transport) nitrogen (N) isotope signature (delta 15N)
2293,Fine root (transport) tissue density (transport fine root dry mass per transport fine root volume)
2294,Fine root (transport) diameter
2295,Fine root (transport) carbon (C) content per transport fine root dry mass
2299,Plant biomass and allometry: Fine root (transport) dry mass per plant
2300,Fine root (transport) vessel diameter
2303,Fine root (transport) respiration rate per transport fine root dry mass
2304,Fine root (transport) total non-structural carbon (TNC) content per transport fine root dry mass
2305,Fine root (transport) phosphorus (P) content per transport fine root dry mass
2307,Fine root (transport) dry mass per ground area
2310,Fine root (transport) arsenic (As) content per transport fine root dry mass
2311,Fine root (transport) cadmium (Cd) content per transport fine root dry mass
2312,Fine root (transport) calcium (Ca) content per transport fine root dry mass
2313,Fine root (transport) carbon/nitrogen (C/N) ratio
2314,Fine root (transport) chromium (Cr) content per transport fine root dry mass
2315,Fine root (transport) copper (Cu) content per transport fine root dry mass
2317,Fine root (transport) lead (Pb) content per transport fine root dry mass
2318,"Fine root (transport) length per transport fine root dry mass (specific transport fine root length, "
2320,Fine root (transport) nickel (Ni) content per transport fine root dry mass
2321,"Fine root (transport) persistence (lifespan, longevity)"
2322,Fine root (transport) potassium (K) content per transport fine root dry mass
2323,Fine root (transport) sodium (Na) content per transport fine root dry mass
2325,Fine root (transport) surface area per transport fine root dry mass (specific transport fine root ar
2326,Fine root (transport) zinc (Zn) content per transport fine root dry mass
2327,Fine root (transport) manganese (Mn) content per transport fine root dry mass
2331,Fine root (transport) cortex thickness
2336,Fine root (transport) stele fraction: stele diameter divided by transport fine root diameter
2337,Fine root (transport) stele diameter
2338,Fine root (transport) cross-sectional fraction of stele area to transport fine root area
2342,Fine root (transport) conduit density: number of conduits per stele cross-section area
2343,Fine root (transport) xylem vessel density in stele: number of xylem vessels per square millimeter o
2345,Fine root (transport) conduit diameter
2349,Fine root (transport) conduit cell wall thickness
2353,Fine root (transport) branching intensity 1(branching ratio): number of transport fine roots per hig
2364,Fine root (transport) cellulose carbon (C) content per transport fine root carbon (C) content
2373,Fine root (transport) Cl- ion content per transport fine root dry mass
2374,Fine root (transport) sodium (Na+) ion content per transport fine root dry mass
2385,Fine root (transport) lignin carbon (C) content per transport fine root carbon (C) content
2390,Fine root (transport) carbon (C) content not hydrolyzable in acid extractives per transport fine roo
2403,Fine root (transport) water soluble sugar content per transport fine root dry mass
2421,Fine root (transport) decomposition: fraction of transport fine root dry mass not decomposed to orig
2436,Fine root (transport) mortality: transport fine root length mortality per ground area and year
2444,Fine root (transport) growth: transport fine root dry mass production per ground area per year
2446,Fine root (transport) growth: transport fine root dry mass production per ground area per duration o
2455,Fine root (transport) growth: transport fine root length production per minirhizotron surface area p
2467,Fine root (transport) dry mass turnover rate
2486,Fine root (transport) length: distance from transport fine root base to tip
2519,Fine root (transport) dry mass fraction in respective root order
2521,Fine root (transport) length fraction in respective root order
2522,Fine root (transport) surface area fraction in respective root order
2528,Fine root (transport) carbon (C) content per soil dry mass
2529,Fine root (transport) carbon (C) content per ground area
2532,Fine root (transport) nitrogen (N) per soil dry mass
2536,Fine root (transport) length density (RLD): transport fine root length per ground area
2537,Fine root (transport) length per soil volume
2538,Plant biomass and allometry: Fine root (transport) length per plant
2543,Fine root (transport) debris decomposition rate constant
2545,Belowground plant organ rooting depth
2546,Belowground plant organ/shoot ratio
2547,Belowground plant organ nitrogen (N) content per belowground plant organ dry mass
2549,Belowground plant organ tissue density (belowground plant organ dry mass per belowground plant organ
2550,Belowground plant organ diameter
2551,Belowground plant organ carbon (C) content per belowground plant organ dry mass
2552,Belowground plant organ lignin content per belowground plant organ dry mass
2553,Belowground plant organ cellulose content per belowground plant organ dry mass
2555,Plant biomass and allometry: Belowground plant organ dry mass per plant
2557,Belowground plant organ nitrogen (N) uptake rate
2559,Belowground plant organ respiration rate per belowground plant organ dry mass
2561,Belowground plant organ phosphorus (P) content per belowground plant organ dry mass
2562,Belowground plant organ dry mass per belowground plant organ fresh mass (belowground plant organ dry
2563,Belowground plant organ dry mass per ground area
2564,Belowground plant organ morphological adaptations: aerenchyma
2568,Belowground plant organ calcium (Ca) content per belowground plant organ dry mass
2569,Belowground plant organ carbon/nitrogen (C/N) ratio
2572,Belowground plant organ iron (Fe) content per belowground plant organ dry mass
2574,Belowground plant organ length per belowground plant organ dry mass (specific belowground plant orga
2575,Belowground plant organ magnesium (Mg) content per belowground plant organ dry mass
2577,"Belowground plant organ persistence (lifespan, longevity)"
2578,Belowground plant organ potassium (K) content per belowground plant organ dry mass
2585,Belowground plant organ phenols content per belowground plant organ dry mass
2622,Belowground plant organ hemicellulose content per belowground plant organ dry mass
2623,Belowground plant organ cellulose and hemicellulose content per belowground plant organ dry mass
2624,Belowground plant organ construction cost per belowground plant organ dry mass
2632,Belowground plant organ acid hydrolyzable extractives per belowground plant organ dry mass
2644,Belowground plant organ dry mass soluble in neutral solution per belowground plant organ dry mass
2647,Belowground plant organ dry mass soluble in nonpolar extractives per belowground plant organ dry mas
2651,Belowground plant organ polyphenol content per belowground plant organ dry mass
2658,Belowground plant organ water soluble compounds per belowground plant organ dry mass
2659,Belowground plant organ water soluble sugar content per belowground plant organ dry mass
2666,Belowground plant organ ratio of lignin to nitrogen (N)
2677,Belowground plant organ decomposition: fraction of belowground plant organ dry mass not decomposed t
2700,Belowground plant organ growth: belowground plant organ dry mass production per ground area per year
2703,Belowground plant organ growth: belowground plant organ dry mass production per ground area per day
2717,Belowground plant organ growth: fraction of belowground plant organs recovering from pruning
2720,Belowground plant organ annual loss of nitrogen (N) through belowground plant organ mortality as a f
2721,Belowground plant organ annual loss of nitrogen (N) through belowground plant organ mortality as a f
2723,Belowground plant organ dry mass turnover rate
2756,Belowground plant organ nitrogen (N) uptake per ground area per year
2771,Belowground plant organ dry mass to leaf dry mass ratio
2773,Plant biomass and allometry: Belowground plant organ mass fraction (fraction of belowground plant or
2786,Belowground plant organ necromass (dead dry mass) per ground area for specified soil depth increment
2787,Belowground plant organ nitrogen (N) per ground area
2798,Belowground plant organ necromass to biomass ratio
2799,Belowground plant organ debris decomposition rate constant 
2803,Fine root rooting depth where most of the root activity of interest occurs
2807,Seedbank number of layers
2808,Seedbank thickness of top layer
2809,Seedbank duration
2810,Seed number per unknown unit
2813,Leaf venation type
2814,Plant biomass and allometry: Crown (canopy) volume per plant
2815,Leaf volatile organic carbon (VOC): other than monoterpenes emission
2816,Species range: Highland or lowland vicariant of a genus
2817,Inflorescence length (height)
2818,Leaf presence
2819,Stem presence
2820,Stem image
2878,"Litter (other than leaf: twigs, bark, flowers...) density"
2879,"Litter (other than leaf: twigs, bark, flowers...) rot type"
2880,"Litter (other than leaf: twigs, bark, flowers...) decomposition rate"
2881,"Litter (other than leaf: twigs, bark, flowers...) decomposition rate constant"
2882,"Litter (other than leaf: twigs, bark, flowers...) nitrogen (N) content per litter dry mass"
2883,"Litter (other than leaf: twigs, bark, flowers…) carbon (C) content per litter dry mass"
2884,"Litter (other than leaf: twigs, bark, flowers…) C/N ratio"
2885,"Litter (other than leaf: twigs, bark, flowers...) lignin content per litter dry mass"
2886,"Litter (other than leaf: twigs, bark, flowers...) lignin/nitrogen (N) ratio"
2887,"Litter (other than leaf: twigs, bark, flowers...) water content per litter dry mass"
2888,"Litter (other than leaf: twigs, bark, flowers…) cellulose content per litter dry mass"
2890,Litter other than leaf phosphorus (P) content per litter dry mass
2891,"Litter (other than leaf: twigs, bark, flowers...) potassium (K) content per litter dry mass"
2892,"Litter (other than leaf: twigs, bark, flowers…) calcium (Ca) content per litter dry mass"
2893,"Litter (other than leaf: twigs, bark, flowers...) magnesium (Mg) content per litter dry mass"
2896,"Litter (other than leaf: twigs, bark, flowers...) phenols content per litter dry mass"
2897,"Litter (other than leaf: twigs, bark, flowers...) manganese (Mn) content per litter dry mass"
2898,"Litter (other than leaf: twigs, bark, flowers...) sodium (Na) content per litter dry mass"
2901,"Litter (other than leaf: twigs, bark, flowers...) sulfur (S) content per litter dry mass"
2908,"Litter (other than leaf: twigs, bark, flowers...) protein content per litter dry mass"
2910,"Litter (other than leaf: twigs, bark, flowers...) iron (Fe) content per litter dry mass"
2913,"Litter (other than leaf: twigs, bark, flowers…) aluminium (Al) content per litter dry mass"
2934,Inflorescence type
2935,Flower symmetry type (flower shape)
2936,Flower corolla type
2937,Flower petal number
2938,Flower stamen number
2939,Fruit pericarp type
2940,Fruit dehiscence type
2941,Fruit surface type
2942,Species important species diagnostic traits
2943,Leaf respiration rate in the dark as fraction of photosynthetic carboxylation capacity (Vcmax)
2944,Seed carbon (C) content per dry mass (or diaspore)
2945,Seed nitrogen (N) content per dry mass (or diaspore)
2946,Seed mass per inflorescence
2947,Inflorescence: number of flowers per inflorescence
2948,Paleo trait: leaf petiole width
2949,Paleo trait: leaf area
2950,Paleo trait: leaf mass per area
2951,Leaf venation index (VEI)
2952,Plant water loss on drying
2953,Leaf construction cost per leaf dry mass
2954,Leaf energy content
2955,Leaf hydrogen (H) content per leaf dry mass
2956,"Flower onset of flowering (first flowering date, flowering beginning)"
2957,Bark calcium (Ca) content per bark dry mass
2958,Bark copper (Cu) content per bark dry mass
2959,Bark iron (Fe) content per bark dry mass
2960,Bark potassium (K) content per bark dry mass
2961,Bark magnesium (Mg) content per bark dry mass
2962,Bark manganese (Mn) content per bark dry mass
2963,Bark sulfur (S) content per bark dry mass
2964,Bark zinc (Zn) content per bark dry mass
2965,Twig (branch smaller 2cm) calcium (Ca) content per dry mass
2966,Twig (branch smaller 2cm) copper (Cu) content per dry mass
2967,Twig (branch smaller 2cm) iron (Fe) content per dry mass
2968,Twig (branch smaller 2cm) potassium (K) content per dry mass
2969,Twig (branch smaller 2cm) magnesium (Mg) content per dry mass
2970,Twig (branch smaller 2cm) manganese (Mn) content per dry mass
2971,Twig (branch smaller 2cm) sulfur (S) content per dry mass
2972,Twig (branch smaller 2cm) zinc (Zn) content per dry mass
2973,Branch calcium (Ca) content per branch dry mass
2974,Branch copper (Cu) content per branch dry mass
2975,Branch iron (Fe) content per branch dry mass
2976,Branch magnesium (Mg) content per branch dry mass
2977,Branch manganese (Mn) content per branch dry mass
2978,Branch sulfur (S) content per branch dry mass
2979,Branch zinc (Zn) content per branch dry mass
2980,Branch annual growth
2981,Cone (strobilus) calcium (Ca) content per cone dry mass
2982,Cone (strobilus) copper (Cu) content per cone dry mass
2983,Cone (strobilus) iron (Fe) content per cone dry mass
2984,Cone (strobilus) potassium (K) content per cone dry mass
2985,Cone (strobilus) magnesium (Mg) content per cone dry mass
2986,Cone (strobilus) manganese (Mn) content per cone dry mass
2987,Cone (strobilus) nitrogen (N) content per cone dry mass
2988,Cone (strobilus) phosphorus (P) content per cone dry mass
2989,Cone (strobilus) sulfur (S) content per cone dry mass
2990,Cone (strobilus) zinc (Zn) content per cone dry mass
2991,Flower presence
2993,Plant horizontal length of a bent / trailing organism
2994,Stem manganese (Mn) content per dry mass
2995,Leaf calcium (Ca) content per leaf
2996,Leaf potassium (K) content per leaf
2997,Leaf magnesium (Mg) content per leaf
2998,Leaf sulphate (SO4) content per dry mass
2999,Flower number per plant
3000,Seed phosphorus (P) content per dry mass (or diaspore)
3001,Leaf chlorophyll content in SPAD units relative
3002,Leaf mesophyll surface area exposed to internal airspace
3003,Leaf chloroplast surface area exposed to internal airspace
3004,Leaf epidermis area per leaf area
3005,leaf mesophyll cell area per leaf area
3006,Leaf intercellular airspace area per leaf area
3007,Leaf photosynthesis CO2 concentration at chloroplast
3008,Flower hairy
3009,Stem volatile carbon (VOC) content per dry mass
3010,Plant height to plant dry mass ratio
3011,Fine root nitrogen/phosphorus (N/P) ratio
3012,Plant biomass and allometry: Stems per plant
3013,Leaf sugar/starch ratio
3014,Root silica (SiO2) content per root dry mass
3015,Root tannin content per root dry mass
3016,Wood (sapwood) carbon (C) isotope signature (delta13C)
3017,Twig (fine branch smaller 2mm) loss of xylem hydraulic conductivity
